Cycle,RPM,Ignition_Target,Peak_P_MPa,Peak_T_K,Status,Diagnosis,Theta_Drift_Deg,Crank_Stability_Pct
885,3794.7,-11.3,1.18,503,MISFIRE,No pressure rise post-spark,7e-05,99.97
886,1533.4,-17.6,0.98,499,MISFIRE,No pressure rise post-spark,0.00025,99.97
887,1761.0,-9.7,1.26,527,MISFIRE,No pressure rise post-spark,0.00022,99.97
888,3118.0,-11.5,1.34,521,MISFIRE,No pressure rise post-spark,0.0001,99.97
889,3804.6,-14.7,1.26,511,MISFIRE,No pressure rise post-spark,7e-05,99.97
890,6171.6,-8.8,1.3,530,MISFIRE,No pressure rise post-spark,3e-05,99.97
891,4325.4,-11.2,1.36,521,MISFIRE,No pressure rise post-spark,6e-05,99.97
892,1956.8,-17.9,1.03,499,MISFIRE,No pressure rise post-spark,0.00018,99.97
893,4503.3,-15.5,1.21,507,MISFIRE,No pressure rise post-spark,6e-05,99.97
894,1785.6,-14.8,1.11,511,MISFIRE,No pressure rise post-spark,0.00021,99.97
895,4340.0,-17.6,1.25,511,MISFIRE,No pressure rise post-spark,6e-05,99.97
896,6420.9,-12.0,1.18,521,MISFIRE,No pressure rise post-spark,3e-05,99.97
897,6190.4,-8.3,1.3,530,MISFIRE,No pressure rise post-spark,3e-05,99.97
898,4812.1,-11.7,0.81,463,MISFIRE,No pressure rise post-spark,4e-05,99.97
899,1936.2,-14.1,1.13,511,MISFIRE,No pressure rise post-spark,0.00019,99.97
900,3582.7,-10.4,1.39,524,MISFIRE,No pressure rise post-spark,8e-05,99.97
901,7073.4,-16.9,0.92,503,MISFIRE,No pressure rise post-spark,2e-05,99.97
902,6953.0,-16.1,0.94,503,MISFIRE,No pressure rise post-spark,2e-05,99.97
903,3860.0,-9.4,1.43,527,MISFIRE,No pressure rise post-spark,7e-05,99.97
904,6475.2,-9.5,1.23,527,MISFIRE,No pressure rise post-spark,3e-05,99.97
905,6704.0,-13.4,1.07,515,MISFIRE,No pressure rise post-spark,3e-05,99.97
906,5610.9,-17.9,1.22,515,MISFIRE,No pressure rise post-spark,4e-05,99.97
907,2606.6,-8.5,0.88,475,MISFIRE,No pressure rise post-spark,0.00011,99.97
908,5710.9,-8.3,1.36,530,MISFIRE,No pressure rise post-spark,4e-05,99.97
909,2545.1,-9.3,1.36,527,MISFIRE,No pressure rise post-spark,0.00013,99.97
910,5835.4,-12.4,1.23,518,MISFIRE,No pressure rise post-spark,4e-05,99.97
911,1804.1,-13.1,0.68,455,MISFIRE,No pressure rise post-spark,0.00018,99.97
912,3211.9,-17.9,0.65,439,MISFIRE,No pressure rise post-spark,8e-05,99.97
913,6574.4,-11.8,1.15,521,MISFIRE,No pressure rise post-spark,3e-05,99.97
914,6866.6,-9.3,1.16,527,MISFIRE,No pressure rise post-spark,3e-05,99.97
915,5798.6,-11.9,1.26,521,MISFIRE,No pressure rise post-spark,4e-05,99.97
916,3512.0,-14.1,1.25,511,MISFIRE,No pressure rise post-spark,8e-05,99.97
917,4249.2,-15.7,1.22,507,MISFIRE,No pressure rise post-spark,6e-05,99.97
918,5197.3,-9.6,1.39,527,MISFIRE,No pressure rise post-spark,5e-05,99.97
919,7236.5,-9.3,1.1,527,MISFIRE,No pressure rise post-spark,2e-05,99.97
920,3710.1,-15.8,1.22,507,MISFIRE,No pressure rise post-spark,7e-05,99.97
921,6733.3,-13.7,1.07,515,MISFIRE,No pressure rise post-spark,3e-05,99.97
922,6149.7,-15.2,1.09,507,MISFIRE,No pressure rise post-spark,3e-05,99.97
923,3629.6,-13.0,1.33,518,MISFIRE,No pressure rise post-spark,8e-05,99.97
924,1739.4,-14.6,1.11,511,MISFIRE,No pressure rise post-spark,0.00021,99.97
925,2925.8,-8.9,1.43,530,MISFIRE,No pressure rise post-spark,0.00011,99.97
926,5291.3,-11.4,1.31,521,MISFIRE,No pressure rise post-spark,4e-05,99.97
927,2324.4,-11.5,1.28,521,MISFIRE,No pressure rise post-spark,0.00015,99.97
928,2183.2,-8.3,1.35,530,MISFIRE,No pressure rise post-spark,0.00017,99.97
929,4134.4,-17.2,1.14,499,MISFIRE,No pressure rise post-spark,6e-05,99.97
930,2784.2,-10.2,1.35,524,MISFIRE,No pressure rise post-spark,0.00012,99.97
931,6510.5,-17.4,0.97,499,MISFIRE,No pressure rise post-spark,3e-05,99.97
932,4922.3,-9.9,1.4,527,MISFIRE,No pressure rise post-spark,5e-05,99.97
933,2382.3,-10.4,1.31,524,MISFIRE,No pressure rise post-spark,0.00014,99.97
934,2018.3,-9.2,1.3,527,MISFIRE,No pressure rise post-spark,0.00018,99.97
935,7301.1,-11.0,0.66,467,MISFIRE,No pressure rise post-spark,2e-05,99.97
936,2657.4,-17.9,1.09,499,MISFIRE,No pressure rise post-spark,0.00012,99.97
937,7482.3,-16.2,0.9,503,MISFIRE,No pressure rise post-spark,2e-05,99.97
938,5542.0,-14.9,1.19,511,MISFIRE,No pressure rise post-spark,4e-05,99.97
939,1722.1,-11.8,1.2,521,MISFIRE,No pressure rise post-spark,0.00022,99.97
940,2554.2,-13.9,1.23,515,MISFIRE,No pressure rise post-spark,0.00013,99.97
941,6224.2,-9.2,1.27,527,MISFIRE,No pressure rise post-spark,3e-05,99.97
942,5076.5,-14.3,1.22,511,MISFIRE,No pressure rise post-spark,5e-05,99.97
943,2089.5,-9.9,1.31,527,MISFIRE,No pressure rise post-spark,0.00017,99.97
944,1977.3,-14.4,1.14,511,MISFIRE,No pressure rise post-spark,0.00018,99.97
945,3958.1,-14.8,0.74,451,MISFIRE,No pressure rise post-spark,6e-05,99.97
946,6527.6,-10.8,1.19,524,MISFIRE,No pressure rise post-spark,3e-05,99.97
947,5188.0,-9.6,0.86,471,MISFIRE,No pressure rise post-spark,4e-05,99.97
948,1983.9,-12.8,1.2,518,MISFIRE,No pressure rise post-spark,0.00018,99.97
949,4105.5,-8.1,1.47,530,MISFIRE,No pressure rise post-spark,7e-05,99.97
950,1901.4,-9.5,1.28,527,MISFIRE,No pressure rise post-spark,0.0002,99.97
951,3631.1,-10.8,1.4,524,MISFIRE,No pressure rise post-spark,8e-05,99.97
952,7302.2,-15.9,0.93,507,MISFIRE,No pressure rise post-spark,2e-05,99.97
953,2091.3,-12.4,1.22,518,MISFIRE,No pressure rise post-spark,0.00017,99.97
954,5153.2,-10.5,1.36,524,MISFIRE,No pressure rise post-spark,5e-05,99.97
955,4225.7,-9.4,1.43,527,MISFIRE,No pressure rise post-spark,6e-05,99.97
956,3176.5,-15.6,0.7,447,MISFIRE,No pressure rise post-spark,8e-05,99.97
957,5313.2,-11.3,1.31,521,MISFIRE,No pressure rise post-spark,4e-05,99.97
958,6165.8,-12.6,1.18,518,MISFIRE,No pressure rise post-spark,3e-05,99.97
959,7460.8,-15.0,0.57,451,MISFIRE,No pressure rise post-spark,2e-05,99.97
960,3881.2,-14.7,1.26,511,MISFIRE,No pressure rise post-spark,7e-05,99.97
961,7152.0,-15.4,0.93,507,MISFIRE,No pressure rise post-spark,2e-05,99.97
962,4030.8,-17.9,1.14,499,MISFIRE,No pressure rise post-spark,6e-05,99.97
963,7416.0,-13.6,0.99,515,MISFIRE,No pressure rise post-spark,2e-05,99.97
964,5434.8,-14.9,1.2,511,MISFIRE,No pressure rise post-spark,4e-05,99.97
965,6715.2,-11.6,1.13,521,MISFIRE,No pressure rise post-spark,3e-05,99.97
966,3026.4,-17.2,1.12,499,MISFIRE,No pressure rise post-spark,0.0001,99.97
967,6943.4,-10.3,1.11,524,MISFIRE,No pressure rise post-spark,3e-05,99.97
968,6845.8,-11.2,1.11,521,MISFIRE,No pressure rise post-spark,3e-05,99.97
969,2695.1,-13.8,1.24,515,MISFIRE,No pressure rise post-spark,0.00012,99.97
970,6722.0,-9.7,1.18,527,MISFIRE,No pressure rise post-spark,3e-05,99.97
971,3628.4,-10.5,1.4,524,MISFIRE,No pressure rise post-spark,8e-05,99.97
972,2880.8,-12.2,1.29,518,MISFIRE,No pressure rise post-spark,0.00011,99.97
973,3087.9,-11.6,1.34,521,MISFIRE,No pressure rise post-spark,0.0001,99.97
974,2092.6,-14.1,1.15,511,MISFIRE,No pressure rise post-spark,0.00017,99.97
975,3919.6,-9.7,1.43,527,MISFIRE,No pressure rise post-spark,7e-05,99.97
976,3013.4,-17.1,0.64,439,MISFIRE,No pressure rise post-spark,8e-05,99.97
977,2625.8,-9.7,1.37,527,MISFIRE,No pressure rise post-spark,0.00013,99.97
978,6702.1,-11.9,1.13,521,MISFIRE,No pressure rise post-spark,3e-05,99.97
979,5164.7,-9.7,1.39,527,MISFIRE,No pressure rise post-spark,5e-05,99.97
980,2520.9,-11.3,1.3,521,MISFIRE,No pressure rise post-spark,0.00013,99.97
981,7127.3,-12.3,1.02,518,MISFIRE,No pressure rise post-spark,2e-05,99.97
982,6760.1,-9.7,1.18,527,MISFIRE,No pressure rise post-spark,3e-05,99.97
983,6090.4,-12.1,1.19,518,MISFIRE,No pressure rise post-spark,3e-05,99.97
984,1969.4,-10.4,1.26,524,MISFIRE,No pressure rise post-spark,0.00019,99.97
985,6368.1,-17.5,0.99,499,MISFIRE,No pressure rise post-spark,3e-05,99.97
986,5491.6,-12.1,1.26,518,MISFIRE,No pressure rise post-spark,4e-05,99.97
987,4202.4,-10.0,1.4,524,MISFIRE,No pressure rise post-spark,6e-05,99.97
988,6845.0,-10.5,1.13,524,MISFIRE,No pressure rise post-spark,3e-05,99.97
989,6000.9,-16.9,1.07,503,MISFIRE,No pressure rise post-spark,3e-05,99.97
990,5586.7,-8.9,1.38,530,MISFIRE,No pressure rise post-spark,4e-05,99.97
991,2564.6,-13.4,1.23,515,MISFIRE,No pressure rise post-spark,0.00013,99.97
992,1702.8,-16.0,1.07,507,MISFIRE,No pressure rise post-spark,0.00022,99.97
993,5268.7,-9.6,1.38,527,MISFIRE,No pressure rise post-spark,5e-05,99.97
994,2785.1,-10.3,1.35,524,MISFIRE,No pressure rise post-spark,0.00012,99.97
995,2724.3,-15.3,1.17,507,MISFIRE,No pressure rise post-spark,0.00012,99.97
996,2623.0,-15.7,1.16,507,MISFIRE,No pressure rise post-spark,0.00012,99.97
997,3442.0,-13.0,1.29,515,MISFIRE,No pressure rise post-spark,8e-05,99.97
998,4432.1,-15.9,1.21,507,MISFIRE,No pressure rise post-spark,6e-05,99.97
999,5974.1,-13.9,1.18,515,MISFIRE,No pressure rise post-spark,3e-05,99.97
